,Unnamed: 0,Unnamed: 0.1,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,cci,pvo,willr,kama,ao,sp,psar,atr,adx,aroon,keltner,boll,stochrsi,macd,kst,vol,trix,emad,ema,hichi
0,0.0,0.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],0.78,-99.92,-4.03,-99.92,1.17,-0.77,99.92,1011.67,86380.0,40429.0,45951.0,46.8,-0.0,0.05,-0.05,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,1.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],629.97,-37.0,-4.03,-34.36,5.81,-2.59,51.59,140.9,2309.0,646.0,1663.0,27.98,-0.02,0.39,-0.17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2.0,2.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],603.51,-39.65,-4.03,-37.11,7.24,-2.6,41.97,14.88,246.0,66.0,180.0,26.83,-0.2,0.8,-0.56,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3.0,3.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],596.73,-40.32,-4.03,-37.82,5.69,-2.64,42.31,10.59,167.0,46.0,121.0,27.54,-0.3,0.92,-0.76,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4,4.0,4.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],361.55,-63.84,-4.03,-62.33,2.39,-2.36,73.88,302.09,6625.0,2575.0,4050.0,38.87,-0.01,0.18,-0.13,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5.0,5.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],589.57,-41.04,-4.03,-38.57,5.79,-2.59,52.32,105.78,1709.0,479.0,1230.0,28.03,-0.03,0.47,-0.22,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,6.0,6.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],590.5,-40.95,-4.03,-38.47,7.31,-3.44,43.0,12.63,200.0,52.0,148.0,26.0,-0.25,0.89,-0.65,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7,7.0,7.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],656.66,-34.33,-4.03,-31.58,5.72,-3.35,36.51,10.28,152.0,46.0,106.0,30.26,-0.27,0.93,-0.79,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
8,8.0,8.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],863.97,-13.6,-4.03,-9.97,3.09,-5.02,34.59,69.68,1047.0,670.0,377.0,63.99,-0.01,0.29,-0.54,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,9.0,9.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],875.98,-12.4,-4.03,-8.72,6.43,-6.23,34.07,13.24,202.0,85.0,117.0,42.08,-0.05,1.05,-0.85,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10,10.0,10.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],712.02,-28.8,-4.03,-25.81,4.66,-5.09,31.56,10.93,157.0,51.0,106.0,32.48,-0.2,1.03,-0.8,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11,11.0,11.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],531.42,-46.86,-4.03,-44.63,5.13,-7.09,47.36,4.13,72.0,18.0,54.0,25.0,-0.85,1.22,-1.54,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
12,12.0,12.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],543.69,-45.63,-4.03,-43.35,5.06,-13.36,50.67,9.92,168.0,92.0,76.0,54.76,-0.34,0.67,-1.56,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13,13.0,13.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],831.46,-16.85,-4.03,-13.36,1.3,-3.46,17.43,1.84,25.0,8.0,17.0,32.0,-0.72,0.56,-1.33,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
14,14.0,14.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],664.67,-33.53,-4.03,-30.74,8.45,-7.24,33.53,3.52,54.0,18.0,36.0,33.33,-0.72,1.27,-1.72,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
15,15.0,15.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],779.32,-22.06,-4.03,-18.79,0.89,-8.02,22.06,1.01,13.0,2.0,11.0,15.38,-1.86,0.72,-2.33,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
16,16.0,16.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],308.88,-69.11,-4.03,-67.81,2.35,-2.28,77.38,241.18,6059.0,2360.0,3699.0,38.95,-0.02,0.18,-0.14,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,17.0,17.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],603.32,-39.67,-4.03,-37.13,5.28,-2.59,51.6,107.05,1700.0,501.0,1199.0,29.47,-0.02,0.44,-0.22,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
18,18.0,18.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],537.86,-46.21,-4.03,-43.96,7.42,-3.33,48.02,12.16,207.0,51.0,156.0,24.64,-0.29,0.84,-0.66,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19,19.0,19.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],619.93,-38.0,-4.03,-35.4,5.9,-3.33,40.12,10.01,154.0,46.0,108.0,29.87,-0.3,0.86,-0.79,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
20,20.0,20.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],316.3,-68.37,-4.03,-67.04,2.34,-2.28,75.6,203.94,4970.0,1872.0,3098.0,37.67,-0.02,0.21,-0.16,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21,21.0,21.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],552.98,-44.7,-4.03,-42.38,5.88,-2.59,56.7,97.97,1629.0,468.0,1161.0,28.73,-0.03,0.46,-0.23,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
22,22.0,22.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],572.87,-42.71,-4.03,-40.31,7.12,-3.36,44.64,12.19,197.0,47.0,150.0,23.86,-0.27,0.98,-0.66,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
23,23.0,23.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],645.75,-35.42,-4.03,-32.71,5.7,-3.33,37.62,9.87,147.0,44.0,103.0,29.93,-0.29,0.9,-0.79,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
24,24.0,24.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],834.39,-16.56,-4.03,-13.06,9.86,-7.29,31.92,11.5,168.0,97.0,71.0,57.74,-0.09,0.83,-1.35,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25,25.0,25.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],861.98,-13.8,-4.03,-10.18,2.46,-3.05,14.41,1.44,19.0,7.0,12.0,36.84,-0.76,0.87,-1.72,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
26,26.0,26.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],766.6,-23.34,-4.03,-20.12,6.36,-5.2,23.34,3.7,52.0,20.0,32.0,38.46,-0.48,1.59,-1.77,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
27,27.0,27.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],779.83,-22.01,-4.03,-18.74,2.02,-5.84,22.01,1.12,14.0,2.0,12.0,14.29,-1.73,1.51,-2.27,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
28,28.0,28.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],961.85,-3.81,-4.03,0.22,9.93,-8.31,24.4,9.22,121.0,69.0,52.0,57.02,-0.01,1.04,-1.4,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
29,29.0,29.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],777.69,-22.23,-4.03,-18.96,1.33,-5.53,22.81,1.37,19.0,5.0,14.0,26.32,-1.29,0.66,-1.99,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
30,30.0,30.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],680.53,-31.94,-4.03,-29.09,5.59,-8.54,33.39,2.86,43.0,16.0,27.0,37.21,-0.85,1.59,-2.3,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
31,31.0,31.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],288.2,-71.18,-4.03,-69.97,3.48,-2.13,78.5,296.09,7370.0,2335.0,5035.0,31.68,-0.01,0.21,-0.11,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,32.0,32.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],582.05,-41.79,-4.03,-39.35,5.8,-2.59,52.67,101.87,1722.0,480.0,1242.0,27.87,-0.03,0.47,-0.22,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
33,33.0,33.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],485.18,-51.48,-4.03,-49.44,7.42,-2.65,53.16,11.15,205.0,50.0,155.0,24.39,-0.34,0.86,-0.73,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34,34.0,34.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],533.46,-46.65,-4.03,-44.41,5.88,-2.65,48.43,9.33,158.0,43.0,115.0,27.22,-0.39,0.88,-0.86,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
35,35.0,35.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],365.04,-63.49,-4.03,-61.96,2.39,-2.35,74.4,231.2,5241.0,1900.0,3341.0,36.25,-0.01,0.22,-0.15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
36,36.0,36.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],591.18,-40.88,-4.03,-38.4,5.86,-2.59,51.87,99.55,1623.0,472.0,1151.0,29.08,-0.03,0.47,-0.23,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
37,37.0,37.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],533.56,-46.64,-4.03,-44.4,7.2,-3.38,48.47,12.01,201.0,49.0,152.0,24.38,-0.3,0.9,-0.69,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
38,38.0,38.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],620.78,-37.92,-4.03,-35.31,5.7,-3.35,39.99,10.08,152.0,44.0,108.0,28.95,-0.3,0.95,-0.81,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
39,39.0,39.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],742.07,-25.79,-4.03,-22.68,9.89,-6.77,31.15,8.91,129.0,69.0,60.0,53.49,-0.21,0.86,-1.44,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
40,40.0,40.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],782.63,-21.73,-4.03,-18.45,2.38,-8.04,22.29,1.97,27.0,12.0,15.0,44.44,-0.88,0.65,-2.1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
41,41.0,41.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],701.17,-29.88,-4.03,-26.94,6.77,-8.63,30.3,3.06,45.0,13.0,32.0,28.89,-0.76,1.42,-1.64,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
42,42.0,42.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],864.22,-13.57,-4.03,-9.95,2.08,-4.43,15.74,1.09,13.0,3.0,10.0,23.08,-1.1,1.34,-1.83,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
43,43.0,43.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],750.7,-24.93,-4.03,-21.78,9.52,-8.06,29.51,6.76,97.0,49.0,48.0,50.52,-0.27,1.12,-1.68,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
44,44.0,44.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],835.83,-16.41,-4.03,-12.91,4.36,-5.65,17.04,2.08,27.0,11.0,16.0,40.74,-0.64,1.01,-1.77,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
45,45.0,45.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],585.23,-41.47,-4.03,-39.02,2.25,-8.06,41.47,2.3,35.0,9.0,26.0,25.71,-1.49,0.71,-2.25,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
46,46.0,46.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],356.0,-64.4,-4.03,-62.9,2.33,-2.28,74.07,195.47,4583.0,1672.0,2911.0,36.48,-0.02,0.24,-0.17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
47,47.0,47.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],568.42,-43.16,-4.03,-40.77,5.37,-2.59,53.88,95.38,1592.0,454.0,1138.0,28.52,-0.03,0.48,-0.23,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
48,48.0,48.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],561.43,-43.85,-4.03,-41.5,7.12,-3.37,45.74,12.0,194.0,45.0,149.0,23.2,-0.29,0.98,-0.67,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
49,49.0,49.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],614.61,-38.54,-4.03,-35.96,5.63,-3.33,40.64,9.74,148.0,41.0,107.0,27.7,-0.32,0.92,-0.79,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
50,50.0,50.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],354.32,-64.57,-4.03,-63.08,2.33,-2.27,73.29,187.21,4341.0,1608.0,2733.0,37.04,-0.02,0.24,-0.17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
51,51.0,51.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],545.86,-45.41,-4.03,-43.12,5.92,-2.59,57.01,93.94,1579.0,447.0,1132.0,28.31,-0.03,0.48,-0.24,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
52,52.0,52.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],552.79,-44.72,-4.03,-42.4,7.23,-3.32,46.59,11.67,191.0,46.0,145.0,24.08,-0.3,0.96,-0.7,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
53,53.0,53.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],849.68,-15.03,-4.03,-11.46,8.91,-11.7,25.92,6.76,93.0,49.0,44.0,52.69,-0.15,1.07,-1.5,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
54,54.0,54.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],849.16,-15.08,-4.03,-11.52,2.53,-5.59,16.16,1.67,22.0,11.0,11.0,50.0,-0.72,0.78,-2.22,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
55,55.0,55.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],691.73,-30.82,-4.03,-27.92,3.48,-6.27,31.59,2.54,37.0,10.0,27.0,27.03,-0.97,0.93,-1.68,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
56,56.0,56.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],834.83,-16.51,-4.03,-13.01,6.89,-4.68,23.03,5.75,81.0,38.0,43.0,46.91,-0.21,0.92,-1.2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
57,57.0,57.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],17.39,-98.26,-4.03,-98.19,0.93,-2.69,98.37,1036.29,52400.0,26594.0,25806.0,50.75,-0.0,0.05,-0.06,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,58.0,58.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],635.4,-36.46,-4.03,-33.79,3.88,-2.29,51.46,119.81,1932.0,565.0,1367.0,29.24,-0.02,0.4,-0.19,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
59,59.0,59.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],580.0,-42.0,-4.03,-39.56,7.38,-2.37,44.14,14.42,241.0,63.0,178.0,26.14,-0.22,0.87,-0.6,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
60,60.0,60.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],611.98,-38.8,-4.03,-36.23,6.0,-2.37,40.77,10.46,163.0,44.0,119.0,26.99,-0.29,1.01,-0.77,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
61,61.0,61.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],474.73,-52.53,-4.03,-50.53,2.57,-2.55,64.08,280.39,4984.0,2163.0,2821.0,43.4,-0.01,0.19,-0.16,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
62,62.0,62.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],540.16,-45.98,-4.03,-43.72,5.59,-2.28,53.31,97.48,1588.0,469.0,1119.0,29.53,-0.03,0.42,-0.23,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
63,63.0,63.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],602.71,-39.73,-4.03,-37.2,6.87,-2.94,41.75,12.8,199.0,57.0,142.0,28.64,-0.24,0.92,-0.71,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
64,64.0,64.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],645.62,-35.44,-4.03,-32.73,5.99,-2.98,37.59,10.21,153.0,43.0,110.0,28.1,-0.27,1.04,-0.79,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
65,65.0,65.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],859.8,-14.02,-4.03,-10.41,3.42,-5.08,35.19,68.78,1029.0,656.0,373.0,63.75,-0.01,0.3,-0.55,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66,66.0,66.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],802.4,-19.76,-4.03,-16.39,6.45,-6.24,39.22,12.63,199.0,82.0,117.0,41.21,-0.1,1.06,-0.91,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
67,67.0,67.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],717.07,-28.29,-4.03,-25.28,4.66,-5.09,31.08,10.98,157.0,51.0,106.0,32.48,-0.2,1.04,-0.8,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
68,68.0,68.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],516.69,-48.33,-4.03,-46.16,5.13,-7.09,48.83,4.07,72.0,18.0,54.0,25.0,-0.89,1.22,-1.59,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
69,69.0,69.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],519.75,-48.02,-4.03,-45.84,4.92,-12.95,50.8,7.82,130.0,68.0,62.0,52.31,-0.48,0.72,-1.79,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
70,70.0,70.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],869.6,-13.04,-4.03,-9.39,3.06,-4.4,13.83,1.47,19.0,7.0,12.0,36.84,-0.71,0.93,-1.67,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
71,71.0,71.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],619.77,-38.02,-4.03,-35.42,3.4,-7.72,38.85,3.08,48.0,17.0,31.0,35.42,-0.96,1.08,-2.08,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
72,72.0,72.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],466.66,-53.33,-4.03,-51.37,3.84,-1.94,68.63,229.23,4673.0,2012.0,2661.0,43.06,-0.01,0.2,-0.17,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
73,73.0,73.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],566.8,-43.32,-4.03,-40.94,3.01,-2.29,53.36,95.03,1571.0,474.0,1097.0,30.17,-0.03,0.42,-0.23,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
74,74.0,74.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],575.46,-42.45,-4.03,-40.04,7.03,-2.91,44.44,12.1,200.0,53.0,147.0,26.5,-0.27,0.92,-0.69,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
75,75.0,75.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],594.44,-40.55,-4.03,-38.06,6.2,-2.91,42.57,9.47,153.0,43.0,110.0,28.1,-0.33,0.94,-0.82,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
76,76.0,76.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],454.16,-54.58,-4.03,-52.68,3.83,-2.1,68.51,203.93,4015.0,1693.0,2322.0,42.17,-0.02,0.22,-0.19,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
77,77.0,77.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],590.91,-40.91,-4.03,-38.43,5.58,-2.29,53.1,95.82,1520.0,458.0,1062.0,30.13,-0.03,0.44,-0.23,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
78,78.0,78.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],552.23,-44.77,-4.03,-42.46,6.98,-3.0,46.63,11.69,197.0,50.0,147.0,25.38,-0.29,0.97,-0.72,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
79,79.0,79.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],749.61,-25.04,-4.03,-21.89,9.45,-7.55,39.09,9.44,141.0,76.0,65.0,53.9,-0.18,0.97,-1.53,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
80,80.0,80.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],859.69,-14.03,-4.03,-10.42,1.81,-3.77,14.63,1.36,18.0,7.0,11.0,38.89,-0.82,0.83,-1.87,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
81,81.0,81.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],707.9,-29.21,-4.03,-26.24,5.64,-6.34,29.21,3.53,52.0,19.0,33.0,36.54,-0.63,1.43,-1.82,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
82,82.0,82.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],790.24,-20.97,-4.03,-17.66,9.57,-9.27,37.43,7.12,104.0,58.0,46.0,55.77,-0.2,1.04,-1.76,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
83,83.0,83.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],383.83,-61.62,-4.03,-60.0,2.63,-2.55,72.63,247.3,5301.0,2005.0,3296.0,37.82,-0.01,0.21,-0.15,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
84,84.0,84.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],598.49,-40.15,-4.03,-37.64,3.24,-2.29,50.68,97.93,1617.0,484.0,1133.0,29.93,-0.03,0.42,-0.22,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
85,85.0,85.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],499.54,-50.04,-4.03,-47.95,7.04,-2.47,51.72,11.69,209.0,55.0,154.0,26.32,-0.32,0.82,-0.73,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
86,86.0,86.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],583.45,-41.65,-4.03,-39.2,6.1,-2.28,43.63,9.77,156.0,41.0,115.0,26.28,-0.33,1.02,-0.82,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
87,87.0,87.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],487.47,-51.25,-4.03,-49.21,2.57,-2.55,64.49,229.47,4170.0,1728.0,2442.0,41.44,-0.01,0.22,-0.18,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
88,88.0,88.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],561.11,-43.89,-4.03,-41.53,5.6,-2.28,52.94,92.7,1538.0,452.0,1086.0,29.39,-0.03,0.44,-0.23,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
89,89.0,89.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],533.23,-46.67,-4.03,-44.44,6.85,-2.94,48.49,11.9,198.0,48.0,150.0,24.24,-0.31,1.04,-0.74,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
90,90.0,90.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],779.03,-22.09,-4.03,-18.83,9.39,-9.74,25.78,6.33,91.0,45.0,46.0,49.45,-0.24,1.09,-1.55,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
91,91.0,91.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],822.9,-17.71,-4.03,-14.25,0.63,-7.65,18.25,1.13,14.0,6.0,8.0,42.86,-1.35,0.36,-2.63,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
