,Unnamed: 0,Unnamed: 0.1,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,cci,pvo,willr,kama,ao,sp,psar,atr,adx,aroon,keltner,boll,stochrsi,macd,kst,vol,trix,emad,ema,hichi
907,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],995.18,-0.48,-4.03,3.7,0.0,-0.48,0.48,0.08,1.0,0.0,1.0,0.0,-0.48,0.0,-0.48,1000,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
908,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],994.98,-0.5,-4.03,3.68,1.08,-1.45,2.85,0.94,12.0,6.0,6.0,50.0,-0.04,0.53,-0.6,1000,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
909,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],998.39,-0.16,-4.03,4.03,2.0,-1.45,4.53,22.67,285.0,160.0,125.0,56.14,0.0,0.12,-0.14,1000,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
910,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1000.37,0.04,-4.03,4.24,1.5,-1.45,3.55,6.08,76.0,27.0,49.0,35.53,0.01,0.37,-0.2,1000,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
911,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],886.65,-11.33,-4.03,-7.61,5.36,-2.04,11.69,4.56,59.0,18.0,41.0,30.51,-0.19,0.86,-0.65,1000,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
912,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],960.85,-3.91,-4.03,0.12,0.98,-1.45,5.75,2.15,28.0,14.0,14.0,50.0,-0.14,0.25,-0.52,1000,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
913,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],898.94,-10.1,-4.03,-6.33,2.31,-4.08,13.37,3.71,49.0,26.0,23.0,53.06,-0.21,0.43,-0.93,1000,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
914,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],980.74,-1.92,-4.03,2.19,0.98,-1.45,3.83,2.63,34.0,18.0,16.0,52.94,-0.05,0.23,-0.37,1000,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
915,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],979.27,-2.07,-4.03,2.04,0.83,-1.45,3.04,1.01,13.0,5.0,8.0,38.46,-0.16,0.36,-0.48,1000,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
916,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],938.98,-6.1,-4.03,-2.16,3.56,-3.64,15.82,4.82,66.0,22.0,44.0,33.33,-0.08,1.2,-0.72,1000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
917,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
918,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],970.88,-2.91,-4.03,1.16,6.3,-2.96,7.76,1.61,20.0,4.0,16.0,20.0,-0.13,2.33,-0.74,1000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
919,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
920,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
921,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],999.38,-0.06,-4.03,4.13,0.0,-0.06,0.06,0.08,1.0,0.0,1.0,0.0,-0.06,0.0,-0.06,1000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
922,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
923,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],914.0,-8.6,-4.03,-4.76,3.57,-3.61,18.62,4.28,60.0,18.0,42.0,30.0,-0.13,1.59,-0.87,1000,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
924,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],514.26,-48.57,-4.03,-46.41,3.04,-2.78,59.51,159.73,2950.0,978.0,1972.0,33.15,-0.02,0.33,-0.19,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
925,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],591.41,-40.86,-4.03,-38.38,5.53,-2.59,52.02,89.37,1492.0,452.0,1040.0,30.29,-0.03,0.48,-0.25,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
926,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],532.76,-46.72,-4.03,-44.49,5.88,-2.6,48.54,10.31,176.0,40.0,136.0,22.73,-0.35,1.16,-0.79,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
927,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],565.37,-43.46,-4.03,-41.09,5.62,-2.66,45.37,9.44,155.0,37.0,118.0,23.87,-0.36,1.18,-0.84,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
928,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],602.71,-39.73,-4.03,-37.2,5.96,-2.77,56.68,133.61,2305.0,810.0,1495.0,35.14,-0.02,0.37,-0.22,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
929,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],540.91,-45.91,-4.03,-43.64,5.12,-2.59,55.57,81.4,1372.0,423.0,949.0,30.83,-0.04,0.47,-0.27,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
930,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],519.98,-48.0,-4.03,-45.82,5.63,-3.5,49.62,9.44,160.0,39.0,121.0,24.38,-0.4,1.0,-0.85,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
931,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],707.87,-29.21,-4.03,-26.24,2.36,-5.6,29.21,2.47,38.0,13.0,25.0,34.21,-0.88,0.84,-1.78,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
932,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],661.21,-33.88,-4.03,-31.1,2.62,-5.07,33.88,2.94,46.0,15.0,31.0,32.61,-0.87,0.96,-1.76,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
933,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],703.06,-29.69,-4.03,-26.74,2.86,-10.27,30.72,1.89,28.0,9.0,19.0,32.14,-1.21,1.1,-2.3,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
934,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],678.32,-32.17,-4.03,-29.32,0.97,-10.18,33.38,1.1,17.0,7.0,10.0,41.18,-2.19,0.43,-4.03,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
935,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],591.11,-40.89,-4.03,-38.41,6.06,-2.77,55.84,127.18,2329.0,826.0,1503.0,35.47,-0.02,0.36,-0.23,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
936,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],555.43,-44.45,-4.03,-42.12,5.09,-2.59,54.22,81.59,1377.0,436.0,941.0,31.66,-0.04,0.46,-0.27,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
937,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],566.4,-43.36,-4.03,-40.98,5.97,-3.43,45.15,9.96,160.0,40.0,120.0,25.0,-0.34,1.05,-0.81,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
938,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],580.88,-41.91,-4.03,-39.47,6.04,-2.77,56.5,123.15,2216.0,800.0,1416.0,36.1,-0.02,0.36,-0.24,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
939,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],754.58,-24.54,-4.03,-21.37,1.35,-9.29,25.5,1.33,19.0,6.0,13.0,31.58,-1.43,0.99,-2.54,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
940,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],601.81,-39.82,-4.03,-37.29,6.12,-2.78,57.9,133.8,2354.0,815.0,1539.0,34.62,-0.02,0.38,-0.23,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
941,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],547.65,-45.23,-4.03,-42.93,5.09,-2.59,54.84,82.16,1383.0,427.0,956.0,30.87,-0.04,0.47,-0.27,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
942,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],539.09,-46.09,-4.03,-43.83,5.72,-2.65,47.79,9.61,161.0,36.0,125.0,22.36,-0.37,1.19,-0.82,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
943,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],598.65,-40.13,-4.03,-37.62,5.99,-2.77,57.11,128.27,2240.0,794.0,1446.0,35.45,-0.02,0.37,-0.23,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
944,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],772.77,-22.72,-4.03,-19.48,1.67,-8.98,22.72,0.9,12.0,4.0,8.0,33.33,-2.06,1.19,-3.69,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
945,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],583.12,-41.69,-4.03,-39.24,6.08,-2.77,56.95,119.47,2217.0,800.0,1417.0,36.08,-0.02,0.37,-0.24,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
946,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],522.13,-47.79,-4.03,-45.59,2.65,-2.48,60.71,131.74,2410.0,892.0,1518.0,37.01,-0.02,0.33,-0.23,1000,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
947,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],677.57,-32.24,-4.03,-29.4,5.9,-2.41,46.69,83.1,1313.0,410.0,903.0,31.23,-0.02,0.5,-0.26,1000,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
948,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],577.64,-42.23,-4.03,-39.81,5.9,-2.37,43.18,10.5,172.0,42.0,130.0,24.42,-0.31,1.15,-0.78,1000,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
949,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],614.86,-38.51,-4.03,-35.93,6.41,-2.43,58.11,106.78,1865.0,689.0,1176.0,36.94,-0.02,0.39,-0.26,1000,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
950,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],727.99,-27.2,-4.03,-24.14,5.57,-5.35,27.2,3.1,47.0,18.0,29.0,38.3,-0.65,0.93,-1.63,1000,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
951,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],584.76,-41.52,-4.03,-39.07,6.43,-2.44,59.63,108.17,1921.0,720.0,1201.0,37.48,-0.02,0.37,-0.26,1000,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
952,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],625.12,-37.49,-4.03,-34.86,6.83,-3.07,58.99,109.05,1879.0,700.0,1179.0,37.25,-0.02,0.39,-0.26,1000,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
953,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
954,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
955,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
956,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
957,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
958,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
959,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
960,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
961,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1016.46,1.65,-4.03,5.91,1.4,-1.45,1.67,5.17,64.0,30.0,34.0,46.88,0.03,0.24,-0.15,1000,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
962,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1007.27,0.73,-4.03,4.96,1.5,-1.45,2.79,3.69,46.0,16.0,30.0,34.78,0.02,0.49,-0.23,1000,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
963,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],909.91,-9.01,-4.03,-5.19,0.96,-2.04,9.04,1.71,22.0,5.0,17.0,22.73,-0.42,0.48,-0.69,1000,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
964,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],981.42,-1.85,-4.03,2.26,0.17,-1.45,1.9,0.86,11.0,5.0,6.0,45.45,-0.17,0.09,-0.38,1000,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
965,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1018.52,1.86,-4.03,6.13,2.11,-0.83,1.31,0.4,5.0,2.0,3.0,40.0,0.38,1.59,-0.43,1000,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
966,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],969.07,-3.09,-4.03,0.98,0.17,-1.45,3.2,1.17,15.0,6.0,9.0,40.0,-0.2,0.08,-0.39,1000,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
967,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],980.73,-1.92,-4.03,2.19,0.17,-1.45,1.92,0.47,6.0,3.0,3.0,50.0,-0.32,0.08,-0.72,1000,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
968,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],1005.66,0.57,-4.03,4.79,1.47,-1.45,2.74,5.16,64.0,32.0,32.0,50.0,0.01,0.23,-0.2,1000,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
969,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
970,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],456.44,-54.35,-4.03,-52.44,2.94,-3.0,65.39,197.71,3913.0,1087.0,2826.0,27.78,-0.02,0.29,-0.13,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
971,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],611.21,-38.88,-4.03,-36.31,5.75,-2.96,51.47,101.81,1637.0,465.0,1172.0,28.41,-0.02,0.49,-0.23,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
972,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],589.23,-41.07,-4.03,-38.6,6.51,-2.64,43.02,10.81,174.0,46.0,128.0,26.44,-0.29,0.98,-0.75,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
973,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],532.68,-46.73,-4.03,-44.49,5.5,-2.79,48.47,9.34,162.0,41.0,121.0,25.31,-0.38,0.97,-0.83,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
974,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],467.2,-53.28,-4.03,-51.32,2.72,-3.26,62.93,128.46,2509.0,845.0,1664.0,33.68,-0.03,0.32,-0.2,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
975,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],588.12,-41.19,-4.03,-38.72,5.85,-3.22,51.23,90.23,1445.0,431.0,1014.0,29.83,-0.03,0.48,-0.25,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
976,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],612.74,-38.72,-4.03,-36.15,6.37,-3.33,40.86,10.69,165.0,42.0,123.0,25.45,-0.29,1.13,-0.77,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
977,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],495.58,-50.44,-4.03,-48.36,8.11,-13.23,52.15,5.22,90.0,33.0,57.0,36.67,-0.73,1.17,-1.84,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
978,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],618.69,-38.13,-4.03,-35.53,8.78,-16.81,41.25,4.07,64.0,22.0,42.0,34.38,-0.69,1.42,-1.8,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
979,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],558.47,-44.15,-4.03,-41.81,5.1,-10.05,44.42,2.43,42.0,10.0,32.0,23.81,-1.34,1.19,-2.13,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
980,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],712.89,-28.71,-4.03,-25.72,5.64,-9.0,34.86,1.94,30.0,13.0,17.0,43.33,-1.08,1.08,-2.73,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
981,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],494.05,-50.59,-4.03,-48.52,3.59,-3.0,59.23,128.0,2411.0,820.0,1591.0,34.01,-0.02,0.33,-0.21,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
982,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],620.09,-37.99,-4.03,-35.39,5.78,-2.96,49.68,88.72,1418.0,432.0,986.0,30.47,-0.03,0.49,-0.26,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
983,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],596.84,-40.31,-4.03,-37.81,6.45,-3.36,42.34,10.4,165.0,45.0,120.0,27.27,-0.3,0.99,-0.79,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
984,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],472.21,-52.78,-4.03,-50.8,3.55,-3.27,62.05,120.54,2305.0,797.0,1508.0,34.58,-0.03,0.33,-0.22,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
985,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],789.73,-21.02,-4.03,-17.71,6.19,-6.12,25.72,1.49,19.0,7.0,12.0,36.84,-1.19,1.65,-2.84,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
986,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],489.72,-51.03,-4.03,-48.97,2.93,-2.99,60.65,141.64,2788.0,874.0,1914.0,31.35,-0.02,0.33,-0.18,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
987,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],583.29,-41.67,-4.03,-39.22,5.77,-2.96,51.89,91.88,1505.0,446.0,1059.0,29.63,-0.03,0.48,-0.24,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
988,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],588.78,-41.12,-4.03,-38.65,6.5,-2.72,43.15,10.33,164.0,42.0,122.0,25.61,-0.31,1.1,-0.8,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
989,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],484.99,-51.5,-4.03,-49.46,2.72,-3.27,61.37,129.21,2463.0,842.0,1621.0,34.19,-0.02,0.32,-0.2,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
990,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],823.17,-17.68,-4.03,-14.23,5.25,-5.71,22.4,1.49,20.0,7.0,13.0,35.0,-0.93,1.78,-2.39,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
991,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],462.3,-53.77,-4.03,-51.83,2.7,-3.0,61.0,121.83,2344.0,805.0,1539.0,34.34,-0.03,0.33,-0.21,1000,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
992,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],422.21,-57.78,-4.03,-56.01,4.83,-2.39,67.83,134.39,2684.0,786.0,1898.0,29.28,-0.03,0.34,-0.18,1000,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
993,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],688.16,-31.18,-4.03,-28.29,5.63,-2.39,46.86,85.84,1355.0,411.0,944.0,30.33,-0.02,0.5,-0.25,1000,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
994,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],574.72,-42.53,-4.03,-40.11,6.7,-2.37,44.34,9.81,163.0,42.0,121.0,25.77,-0.33,1.09,-0.82,1000,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
