,Unnamed: 0,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,cci,pvo,willr,kama,ao,sp,psar,atr,adx,aroon,keltner,boll,stochrsi,macd,kst,vol,trix,emad,ema,hichi
532,532,[2022-01-01 00:00:00] -> [2022-03-01 23:00:00],525.87,-47.41,-4.73,-44.8,6.87,-4.03,49.91,10.89,181.0,51.0,130.0,28.18,-0.34,1.28,-0.98,1000,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
286,286,[2022-01-01 00:00:00] -> [2022-03-01 23:00:00],525.45,-47.45,-4.73,-44.85,5.48,-3.2,53.3,15.23,243.0,76.0,167.0,31.28,-0.25,1.09,-0.87,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
520,520,[2022-01-01 00:00:00] -> [2022-03-01 23:00:00],521.59,-47.84,-4.73,-45.25,6.43,-4.02,50.97,11.02,183.0,53.0,130.0,28.96,-0.34,1.18,-0.96,1000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
275,275,[2022-01-01 00:00:00] -> [2022-03-01 23:00:00],521.05,-47.89,-4.73,-45.31,5.42,-3.39,53.09,15.91,253.0,79.0,174.0,31.23,-0.25,1.12,-0.87,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
760,760,[2022-01-01 00:00:00] -> [2022-03-01 23:00:00],520.66,-47.93,-4.73,-45.35,6.62,-5.42,52.24,12.95,213.0,58.0,155.0,27.23,-0.29,1.08,-0.81,1000,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
784,784,[2022-01-01 00:00:00] -> [2022-03-01 23:00:00],515.39,-48.46,-4.73,-45.9,9.25,-3.33,49.89,10.25,179.0,53.0,126.0,29.61,-0.35,1.25,-1.03,1000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
260,260,[2022-01-01 00:00:00] -> [2022-03-01 23:00:00],514.19,-48.58,-4.73,-46.03,5.43,-3.2,54.47,16.73,268.0,82.0,186.0,30.6,-0.24,1.11,-0.83,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
796,796,[2022-01-01 00:00:00] -> [2022-03-01 23:00:00],510.26,-48.97,-4.73,-46.44,3.17,-6.94,48.97,2.11,35.0,4.0,31.0,11.43,-1.88,1.13,-2.27,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
428,428,[2022-01-01 00:00:00] -> [2022-03-01 23:00:00],493.44,-50.65,-4.73,-48.2,6.41,-5.69,55.03,16.29,280.0,75.0,205.0,26.79,-0.24,0.99,-0.69,1000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
271,271,[2022-01-01 00:00:00] -> [2022-03-01 23:00:00],482.2,-51.78,-4.73,-49.38,5.68,-3.39,56.6,16.3,271.0,83.0,188.0,30.63,-0.26,1.02,-0.82,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
282,282,[2022-01-01 00:00:00] -> [2022-03-01 23:00:00],480.23,-51.98,-4.73,-49.59,5.46,-3.87,56.52,15.22,255.0,76.0,179.0,29.8,-0.28,1.06,-0.85,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
256,256,[2022-01-01 00:00:00] -> [2022-03-01 23:00:00],420.88,-57.91,-4.73,-55.82,5.75,-3.91,62.21,20.19,359.0,111.0,248.0,30.92,-0.23,0.83,-0.71,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
768,768,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
865,865,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
861,861,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
862,862,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
863,863,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
707,707,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
712,712,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
864,864,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
866,866,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
859,859,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
867,867,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
868,868,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
869,869,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
870,870,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
871,871,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
872,872,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
873,873,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
874,874,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
875,875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
722,722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
724,724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
723,723,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
758,758,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
770,770,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
771,771,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
772,772,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
773,773,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
779,779,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
792,792,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
702,702,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
807,807,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
769,769,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
753,753,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
748,748,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
727,727,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
726,726,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
817,817,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
725,725,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
828,828,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,438,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
688,688,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
337,337,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
281,281,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
280,280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
279,279,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
270,270,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
269,269,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
268,268,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
253,253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
247,247,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
244,244,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
242,242,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
237,237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
236,236,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
235,235,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
234,234,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
198,198,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
197,197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
188,188,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
187,187,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
186,186,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
289,289,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
290,290,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
291,291,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
327,327,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
335,335,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
334,334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
333,333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
332,332,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
331,331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
330,330,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
329,329,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
328,328,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
326,326,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
292,292,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
325,325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
324,324,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
323,323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
322,322,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
321,321,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
318,318,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
308,308,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
297,297,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
176,176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
161,161,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
158,158,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
44,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
108,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
107,107,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
91,91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
81,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
80,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
70,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
55,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
54,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
42,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
110,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
40,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
29,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
27,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
26,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
25,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
15,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
13,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
111,111,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
156,156,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
133,133,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
